career_label,skills,experience_years,education_level
product manager,"data analysis, communication",0,master
ui engineer,java,0,degree
software engineer,"python, java, sql, machine learning, data analysis, aws, azure",5,degree
ui engineer,java,5,degree
product manager,"sql, excel, data analysis, communication, management",0,unknown
ui engineer,java,0,degree
data engineer,"python, java, sql, machine learning, aws, tensorflow, pytorch",0,master
software engineer,"python, java, sql, data analysis, aws, azure",0,master
software engineer,"python, java, machine learning, tensorflow",5,degree
data engineer,"python, java, sql, machine learning, aws, azure",5,degree
data engineer,"python, sql, machine learning, data analysis, aws, azure",0,degree
data engineer,"python, machine learning, aws, azure, tensorflow, pytorch",0,degree
product manager,"excel, data analysis, communication, management, project management",5,degree
product manager,"excel, data analysis, communication, management",5,degree
software engineer,"python, java, excel, machine learning",0,degree
ui engineer,java,5,degree
software engineer,"python, machine learning",3,master
ui engineer,"java, management",3,degree
data engineer,"python, java, sql, machine learning, aws, azure",5,degree
data engineer,"python, sql, machine learning, management, aws, azure, tensorflow, pytorch",0,degree
data scientist,"python, sql, machine learning, deep learning, statistics, management, aws, azure, tensorflow, pytorch",0,master
data engineer,"sql, machine learning, aws, azure, tensorflow, pytorch",5,degree
data scientist,"python, sql, machine learning, deep learning, aws, azure, tensorflow, pytorch",0,master
ui engineer,java,0,degree
data scientist,"python, sql, machine learning, deep learning, statistics, communication, management, aws, tensorflow, pytorch",0,master
product manager,"data analysis, communication, management",0,master
software engineer,"python, java",0,degree
software engineer,"python, java, sql, machine learning, management",3,master
product manager,"sql, excel, data analysis, communication, management",5,degree
product manager,"sql, excel, data analysis, communication, management, project management",5,master
data scientist,"python, sql, machine learning, deep learning, statistics, management, tensorflow",0,master
data engineer,"python, java, sql, machine learning, aws, azure",0,master
product manager,"excel, data analysis, communication, management",5,degree
ui engineer,java,3,degree
product manager,"sql, excel, data analysis, communication",0,degree
software engineer,"python, java, machine learning, docker",0,degree
software engineer,"python, java, communication",3,degree
ui engineer,java,0,degree
product manager,"excel, data analysis, communication, management, project management",5,master
data scientist,"python, sql, machine learning, data analysis, statistics, management",0,master
data engineer,"python, java, sql, machine learning, management, tensorflow",3,master
data engineer,"python, java, machine learning, aws, azure, docker, tensorflow, pytorch",0,degree
data scientist,"python, sql, machine learning, deep learning, management, aws, azure, tensorflow, pytorch",0,master
data scientist,"python, sql, excel, machine learning, deep learning, data analysis, statistics, communication, management, tensorflow, pytorch",0,master
data scientist,"python, sql, machine learning, statistics",0,master
product manager,"excel, data analysis, communication, management, project management",5,degree
product manager,"communication, management",0,master
data engineer,"python, java, sql, machine learning, aws, azure, tensorflow",0,degree
ui engineer,java,0,degree
data engineer,"python, java, sql, management, aws, azure",5,degree
product manager,"data analysis, communication, management, project management",25,degree
ui engineer,java,0,degree
data scientist,"python, sql, machine learning, statistics, communication, management",0,master
software engineer,"python, java, machine learning, communication",0,master
product manager,"sql, excel, data analysis, communication",0,doctorate
software engineer,"python, java, sql, excel, docker",5,degree
data engineer,"python, java, sql, machine learning, aws, azure",0,doctorate
product manager,"excel, data analysis, communication, management",0,master
software engineer,"python, sql",5,master
ui engineer,java,5,degree
data engineer,"python, java, sql, machine learning, aws, tensorflow, pytorch",0,degree
data engineer,"python, java, sql, machine learning, aws, azure, tensorflow, pytorch",0,master
product manager,"excel, data analysis, communication, management",0,master
software engineer,"python, java, machine learning, aws, azure, docker",5,degree
data scientist,"python, sql, machine learning, data analysis, management, tensorflow, pytorch",0,degree
ui engineer,java,5,degree
ui engineer,"java, management",3,degree
ui engineer,java,5,degree
ui engineer,"java, management, project management",3,master
data scientist,"python, sql, machine learning, deep learning, statistics, management, docker, tensorflow",0,degree
product manager,"sql, excel, data analysis, communication, management",0,degree
product manager,"excel, data analysis, communication, management, project management",0,master
software engineer,"python, java, sql, machine learning, management, aws, azure",5,master
data scientist,"python, sql, machine learning, deep learning, data analysis, tensorflow, pytorch",0,master
data engineer,"python, sql, machine learning, management, aws",0,degree
software engineer,"python, java, sql, excel, machine learning, tensorflow",0,degree
software engineer,"python, java, aws",0,degree
data scientist,"python, sql, machine learning, deep learning, data analysis, statistics, communication, management, tensorflow, pytorch",0,master
data engineer,"python, sql, machine learning, aws",3,degree
ui engineer,java,0,degree
ui engineer,java,0,degree
ui engineer,"java, communication",0,degree
ui engineer,java,0,master
product manager,"excel, data analysis, communication",0,master
software engineer,"python, java, sql, machine learning, aws, azure, docker",0,degree
product manager,"sql, excel, data analysis, communication, management, project management",8,degree
ui engineer,java,3,degree
software engineer,"python, java, machine learning, tensorflow",0,degree
data engineer,"python, java, sql, machine learning, aws, azure, tensorflow, pytorch",0,degree
software engineer,"python, java, sql, machine learning, data analysis",5,degree
product manager,"sql, excel, data analysis, communication, management, project management",0,master
product manager,"excel, data analysis, management, project management",0,master
product manager,"data analysis, communication, management, project management",5,master
product manager,"data analysis, communication, management",0,degree
data scientist,"python, sql, machine learning, data analysis, management, tensorflow",0,master
software engineer,"python, java, sql, aws, azure",5,master
software engineer,"python, machine learning",0,degree
data scientist,"python, sql, machine learning, statistics, management, aws, azure, tensorflow, pytorch",0,master
ui engineer,java,0,degree
software engineer,"python, java, sql",3,master
data engineer,"python, java, sql, machine learning, aws, azure, tensorflow, pytorch",0,master
software engineer,"python, java, sql, machine learning, docker",5,degree
data scientist,"python, sql, machine learning, data analysis, management, aws, tensorflow, pytorch",0,master
ui engineer,java,0,degree
product manager,"excel, data analysis, communication, management",0,degree
data engineer,"python, java, sql, machine learning, aws, azure, tensorflow, pytorch",0,degree
data engineer,"python, sql, machine learning, management, aws, azure, tensorflow, pytorch",0,degree
software engineer,"python, java, sql, machine learning, aws, azure",3,master
ui engineer,java,0,degree
data engineer,"sql, machine learning, management, aws, azure, tensorflow, pytorch",0,degree
product manager,"data analysis, communication, management",0,degree
data engineer,"python, java, sql, machine learning, aws, azure, tensorflow, pytorch",0,degree
product manager,"communication, management",0,degree
ui engineer,java,5,degree
data scientist,"python, sql, machine learning, data analysis, statistics",0,degree
product manager,"sql, data analysis, communication, management, project management",5,degree
software engineer,"python, excel, machine learning",0,degree
ui engineer,java,0,degree
product manager,"excel, data analysis, communication, management",0,master
product manager,"excel, data analysis, communication, management",0,master
data engineer,"python, sql, data analysis, management",3,master
product manager,"data analysis, communication, management",5,degree
product manager,"sql, excel, data analysis, communication, management, project management",5,degree
data scientist,"python, sql, machine learning, deep learning, statistics, management, tensorflow, pytorch",0,master
data scientist,"python, machine learning, deep learning, data analysis, statistics, aws, azure, tensorflow, pytorch",5,master
product manager,"communication, management",5,degree
product manager,"data analysis, communication, management, project management",0,master
data scientist,"python, sql, machine learning, data analysis, communication, management, aws, docker",3,master
product manager,"sql, excel, data analysis, management",5,master
product manager,"data analysis, communication, management, project management",0,degree
data engineer,"python, sql, aws, azure",0,degree
ui engineer,java,0,degree
software engineer,"python, java, sql, statistics, management",0,master
data engineer,"python, java, sql, machine learning, aws, azure",5,degree
ui engineer,java,5,degree
product manager,"data analysis, communication, management",25,degree
product manager,"sql, excel, data analysis, communication, management, project management",0,degree
software engineer,"python, java, sql, machine learning",0,degree
data engineer,"python, java, sql, machine learning, management, aws, azure",0,degree
product manager,"sql, excel, data analysis, communication, management, project management",5,degree
ui engineer,java,0,degree
data scientist,"python, sql, machine learning, data analysis, statistics, management",0,master
data scientist,"python, sql, machine learning, deep learning, statistics, management, tensorflow",0,master
software engineer,"python, sql, machine learning, docker",0,master
product manager,"data analysis, communication, management",0,degree
software engineer,"python, java, excel, data analysis, docker",0,degree
software engineer,"python, java, machine learning, data analysis",0,degree
data engineer,"python, java, sql, machine learning, aws, azure, tensorflow",5,degree
software engineer,"python, java, aws, azure",3,degree
ui engineer,java,0,degree
data engineer,"python, java, sql, machine learning, aws, azure, tensorflow, pytorch",0,degree
data scientist,"python, machine learning, deep learning, data analysis, statistics, tensorflow, pytorch",0,unknown
product manager,"data analysis, communication, management, project management",0,master
data scientist,"python, sql, machine learning, deep learning, statistics, management, aws, azure, tensorflow, pytorch",0,master
data engineer,"python, sql, machine learning, data analysis, management, aws, tensorflow, pytorch",3,degree
software engineer,"python, java, machine learning",0,degree
ui engineer,java,3,degree
ui engineer,"java, management",3,degree
product manager,"data analysis, communication, management",0,master
software engineer,"python, machine learning, docker",0,degree
product manager,"excel, data analysis, communication, management",5,degree
ui engineer,java,0,degree
data engineer,"python, sql, machine learning, aws, azure, tensorflow, pytorch",0,degree
data engineer,"python, java, sql, aws, azure",5,master
ui engineer,java,0,degree
product manager,"data analysis, communication, management, project management",0,unknown
ui engineer,"java, management",5,degree
product manager,"sql, excel, data analysis, communication, management, project management",0,degree
data scientist,"python, sql, machine learning, data analysis, statistics, management, aws, azure, tensorflow, pytorch",5,master
software engineer,"python, java, sql, machine learning, management",0,degree
ui engineer,java,3,master
product manager,"excel, communication, management",0,degree
ui engineer,java,0,degree
data scientist,"python, sql, machine learning, deep learning, statistics, management, tensorflow, pytorch",0,master
software engineer,"python, java, docker",0,degree
software engineer,"python, java",3,degree
product manager,"data analysis, communication, management",0,master
data engineer,"python, sql, machine learning, aws, tensorflow, pytorch",0,master
data scientist,"python, sql, excel, machine learning, data analysis, statistics, communication, management, tensorflow",0,master
data engineer,"sql, machine learning, management, aws, azure, tensorflow, pytorch",5,degree
ui engineer,java,0,master
product manager,"data analysis, communication, management",5,degree
software engineer,"python, java, machine learning",0,degree
software engineer,"python, java, sql, management, docker",3,master
software engineer,"python, java, aws, docker",0,master
ui engineer,java,5,master
software engineer,"python, java, sql, machine learning, tensorflow",0,degree
software engineer,"python, java, data analysis",3,degree
data scientist,"python, sql, machine learning, deep learning, statistics, management, aws, azure, tensorflow, pytorch",0,master
ui engineer,"java, management",3,master
ui engineer,java,0,degree
data engineer,"python, java, sql, machine learning, docker, tensorflow, pytorch",0,degree
product manager,"excel, data analysis, communication, management",5,master
software engineer,"python, java, machine learning",3,degree
data scientist,"python, sql, excel, machine learning, deep learning, data analysis, statistics, management, aws, tensorflow, pytorch",0,unknown
software engineer,"python, java, excel, machine learning, data analysis, communication",0,degree
data engineer,"python, java, sql, excel, machine learning, aws, azure, docker, tensorflow, pytorch",0,degree
data engineer,"python, java, sql, aws, azure",0,degree
ui engineer,java,0,degree
data scientist,"python, sql, excel, machine learning, deep learning, statistics, management, tensorflow, pytorch",0,master
product manager,"communication, management",0,degree
data engineer,"python, java, sql, machine learning, aws, azure, tensorflow, pytorch",0,degree
ui engineer,"java, management",0,degree
data scientist,"python, sql, machine learning, statistics, management, tensorflow",0,master
data scientist,"python, sql, machine learning, deep learning, statistics, management, tensorflow, pytorch",0,master
data engineer,"python, sql, machine learning, aws",0,master
ui engineer,java,0,degree
ui engineer,java,5,degree
software engineer,"java, docker",3,master
ui engineer,java,0,degree
product manager,"sql, excel, data analysis, communication, management",5,master
software engineer,"python, sql, machine learning, management, aws, docker",0,degree
data engineer,"python, sql, machine learning, management, aws, tensorflow",0,degree
ui engineer,java,0,degree
software engineer,"python, java, sql, machine learning, data analysis, aws, azure, docker",5,master
product manager,"data analysis, communication, management",0,degree
software engineer,"python, java, machine learning, docker",5,degree
software engineer,"python, java, docker",3,degree
data engineer,"python, sql, machine learning, aws, azure",0,degree
data scientist,"python, sql, machine learning, deep learning, data analysis, statistics, management, aws, azure, tensorflow, pytorch",0,master
data scientist,"python, sql, machine learning, deep learning, statistics, management, tensorflow, pytorch",0,master
data engineer,"python, java, sql, excel, machine learning, management, aws, azure, tensorflow, pytorch",0,degree
data scientist,"python, sql, machine learning, statistics, tensorflow",0,unknown
software engineer,"java, excel, management, project management",0,unknown
data analyst,"python, sql, excel, machine learning, data analysis, statistics",0,foundation
software engineer,"excel, management",0,foundation
software engineer,"python, java, management, docker",0,unknown
data scientist,"python, sql, excel, machine learning, data analysis, statistics",0,foundation
ui designer,"java, communication",0,foundation
data engineer,"sql, excel, management, project management, aws, azure",5,foundation
data engineer,"sql, excel, data analysis, aws, azure",0,master
ui designer,"java, excel, communication",0,foundation
data analyst,"python, sql, excel, data analysis, statistics, management",0,foundation
software engineer,"python, java, sql, excel, communication, management",0,unknown
data engineer,"sql, excel, data analysis, communication, aws, azure",0,foundation
software engineer,"python, java, sql, excel, management",0,foundation
data scientist,"python, sql, excel, machine learning, data analysis, statistics, communication",0,foundation
data analyst,"sql, excel, data analysis, statistics, management",0,foundation
data scientist,"python, sql, machine learning, data analysis, statistics",0,foundation
data analyst,"sql, excel, data analysis, statistics",0,foundation
software engineer,"python, java, sql, management, aws, azure, docker",0,unknown
data scientist,"python, machine learning, deep learning, data analysis, statistics, tensorflow, pytorch",0,foundation
software engineer,"python, java, sql, excel, machine learning, communication, management",0,foundation
ui designer,"java, excel",0,foundation
data engineer,"python, java, sql, excel, aws, azure",0,foundation
ui designer,java,0,foundation
software engineer,"python, java, management, docker",0,unknown
ui designer,"java, excel, communication",0,foundation
data analyst,"sql, excel, data analysis, statistics, management",0,foundation
software engineer,management,0,foundation
product manager,"excel, data analysis, communication, management, project management",0,unknown
ui designer,java,0,foundation
data analyst,"python, sql, excel, data analysis, statistics, communication, management",0,foundation
data engineer,"python, java, sql, excel, management, aws, azure",0,foundation
data scientist,"python, sql, excel, machine learning, statistics, tensorflow, pytorch",0,foundation
data analyst,"sql, excel, machine learning, data analysis, statistics",0,foundation
data analyst,"python, sql, excel, machine learning, data analysis, statistics, communication, management, tensorflow, pytorch",0,unknown
data scientist,"python, sql, excel, machine learning, statistics, tensorflow, pytorch",0,foundation
ui designer,"java, excel",0,foundation
software engineer,"python, java, sql, excel, management",0,foundation
product manager,"excel, communication, management, project management",0,foundation
ui designer,"java, excel",0,foundation
data engineer,"python, sql, data analysis, statistics, aws, azure",0,foundation
data engineer,"sql, excel, management, aws, azure",0,foundation
data scientist,"python, sql, excel, machine learning, deep learning, statistics, communication",0,foundation
data engineer,"python, java, sql, excel, aws, azure",0,foundation
data engineer,"sql, excel, management, aws, azure",0,foundation
data scientist,"python, sql, excel, machine learning, data analysis, statistics, aws, tensorflow",0,foundation
data engineer,"sql, excel, management, aws, azure",0,foundation
data scientist,"python, sql, excel, machine learning, statistics, management, tensorflow",0,master
data analyst,"sql, excel, data analysis, statistics",0,foundation
ui designer,"java, excel, communication",0,foundation
data analyst,"python, sql, excel, machine learning, data analysis, statistics",0,foundation
data analyst,"sql, excel, machine learning, data analysis, statistics, management, project management",0,foundation
ui designer,"java, excel, communication",0,foundation
data scientist,"python, sql, machine learning, data analysis, statistics",0,foundation
data analyst,"sql, excel, data analysis, statistics",0,foundation
data engineer,"sql, excel, machine learning, management, aws, azure",0,foundation
ui designer,"java, excel, communication",0,degree
data scientist,"python, sql, excel, machine learning, statistics, communication, tensorflow, pytorch",0,foundation
ui designer,"java, excel",0,unknown
data analyst,"sql, excel, data analysis, statistics, management",0,foundation
product manager,"excel, data analysis, communication, management, project management",0,unknown
data scientist,"python, java, sql, excel, machine learning, data analysis, statistics, management, tensorflow",0,unknown
data analyst,"sql, excel, machine learning, data analysis, statistics, management",0,foundation
data analyst,"sql, excel, data analysis, statistics",0,unknown
data engineer,"sql, management, aws, azure",0,foundation
software engineer,"python, java, management",0,foundation
product manager,"excel, communication, management, project management",0,foundation
data scientist,"python, sql, machine learning, data analysis, statistics, communication, management, docker, tensorflow, pytorch",0,foundation
software engineer,"python, java, sql, excel, machine learning, management, tensorflow",0,foundation
data scientist,"python, sql, machine learning, data analysis, statistics, tensorflow",0,unknown
software engineer,"python, java, sql, management, project management",0,foundation
ui designer,"java, excel",0,unknown
software engineer,"python, java, excel, management",0,unknown
data scientist,"python, sql, machine learning, deep learning, statistics, tensorflow",0,unknown
data scientist,"python, sql, excel, machine learning, data analysis, statistics, communication",0,degree
software engineer,"python, java, excel, management",0,unknown
software engineer,"python, java, sql, excel, management",0,foundation
ui designer,"java, excel",0,unknown
software engineer,"sql, excel, machine learning, management",0,foundation
data engineer,"python, java, sql, machine learning, data analysis, statistics, management, aws, azure, docker, tensorflow",0,foundation
data analyst,"sql, excel, data analysis, statistics",0,unknown
data analyst,"sql, excel, machine learning, data analysis, statistics, management",0,foundation
ui designer,"java, excel",0,foundation
data scientist,"python, sql, machine learning, statistics, management, tensorflow",0,master
data engineer,"sql, excel, data analysis, aws, azure",0,foundation
data engineer,"python, java, sql, excel, communication, management, aws, azure",0,foundation
software engineer,"python, java, sql, management, aws, azure, docker",0,master
ui designer,java,0,foundation
ui designer,"java, excel, communication",0,foundation
software engineer,"excel, management",0,foundation
product manager,"excel, communication, management, project management",0,foundation
software engineer,"communication, management",0,foundation
ui designer,"java, excel",0,foundation
product manager,"excel, data analysis, communication, management, project management",0,unknown
ui designer,"java, excel",0,unknown
data engineer,"management, aws, azure",0,foundation
software engineer,"java, communication, management",0,foundation
ui designer,"java, excel",0,unknown
ui designer,java,0,foundation
data engineer,"python, java, sql, excel, data analysis, statistics, communication, aws, azure",5,foundation
data analyst,"python, sql, excel, data analysis, statistics, communication",0,foundation
ui designer,"java, excel",0,unknown
data scientist,"python, sql, excel, machine learning, data analysis, statistics, docker",0,foundation
data engineer,"excel, data analysis, aws, azure",0,foundation
data analyst,"sql, excel, data analysis, statistics, management",0,foundation
data engineer,"python, java, excel, data analysis, management, aws, azure",0,foundation
ui designer,"java, excel",0,foundation
data scientist,"python, sql, machine learning, deep learning, statistics",0,foundation
product manager,"excel, communication, management, project management",0,unknown
data scientist,"python, sql, excel, machine learning, data analysis, statistics, tensorflow, pytorch",0,foundation
product manager,"excel, communication, management, project management",0,foundation
software engineer,"python, java, excel, management",0,foundation
data engineer,"sql, management, aws, azure",0,foundation
ui designer,"java, excel",0,foundation
data scientist,"python, sql, machine learning, statistics, tensorflow",0,foundation
data engineer,"python, sql, excel, machine learning, data analysis, aws, azure",0,foundation
ui designer,"java, excel",0,foundation
software engineer,"python, java, sql, excel, machine learning, management, aws",0,foundation
ui designer,java,0,unknown
product manager,"excel, communication, management, project management",0,foundation
software engineer,"java, sql, excel, machine learning, communication, management, aws, docker",0,master
data analyst,"python, sql, excel, machine learning, data analysis, statistics",0,degree
software engineer,"python, java, excel, management, docker",0,foundation
data engineer,"sql, data analysis, management, aws, azure",0,foundation
data analyst,"sql, excel, machine learning, data analysis, statistics, management",0,foundation
ui designer,"java, excel",0,foundation
data analyst,"sql, excel, data analysis, statistics",0,foundation
data scientist,"python, machine learning, statistics, tensorflow, pytorch",0,unknown
data engineer,"python, java, sql, data analysis, aws, azure",0,foundation
software engineer,"python, java, sql, excel, machine learning, communication, management",0,foundation
software engineer,"python, java, excel, machine learning, communication, management",0,master
ui designer,java,0,foundation
data analyst,"python, sql, excel, machine learning, statistics",0,master
data analyst,"sql, excel, data analysis, statistics, management",0,foundation
data engineer,"excel, machine learning, management, aws, azure",0,foundation
data analyst,"python, sql, excel, machine learning, data analysis, statistics, communication, management",0,foundation
data scientist,"python, sql, excel, machine learning, statistics",0,foundation
software engineer,"python, java, management, docker",0,unknown
product manager,"excel, communication, management, project management",0,foundation
software engineer,"python, java, management",0,unknown
product manager,"excel, communication, management, project management",0,foundation
ui designer,"java, excel",0,foundation
data engineer,"sql, excel, management, aws, azure",0,foundation
data scientist,"python, sql, machine learning, statistics",0,foundation
product manager,"excel, communication, management, project management",0,foundation
data scientist,"python, sql, machine learning, deep learning, statistics, tensorflow",0,foundation
product manager,"communication, management, project management",0,unknown
product manager,"excel, communication, management, project management",0,foundation
product manager,"communication, management, project management",0,foundation
data analyst,"python, sql, excel, machine learning, data analysis, statistics, management, tensorflow",0,foundation
product manager,"excel, communication, management, project management",0,foundation
data analyst,"sql, excel, data analysis, statistics, communication, management",0,foundation
product manager,"excel, data analysis, communication, management, project management",0,foundation
software engineer,"java, management",0,unknown
data scientist,"python, sql, excel, machine learning, deep learning, data analysis, statistics, tensorflow",0,unknown
product manager,"excel, data analysis, communication, management, project management",0,unknown
data engineer,"sql, excel, communication, aws, azure",0,master
product manager,"excel, communication, management, project management",0,foundation
data scientist,"python, sql, machine learning, deep learning, statistics, management",0,foundation
ui designer,"java, excel, communication",0,foundation
data scientist,"python, excel, machine learning, data analysis, statistics, tensorflow, pytorch",0,foundation
data engineer,"python, java, sql, aws, azure",0,foundation
data scientist,"python, sql, machine learning, statistics, tensorflow, pytorch",0,master
data scientist,"python, sql, excel, machine learning, statistics, tensorflow, pytorch",0,foundation
ui designer,"java, excel, management",0,unknown
data analyst,"sql, excel, machine learning, statistics, tensorflow",0,unknown
software engineer,"python, java, sql, excel, machine learning, management, aws, azure",0,foundation
data scientist,"python, sql, excel, machine learning, statistics, tensorflow, pytorch",0,foundation
data scientist,"python, excel, machine learning, statistics, tensorflow",0,foundation
product manager,"excel, communication, management, project management",0,foundation
data scientist,"python, sql, machine learning, data analysis, statistics, aws, azure",0,unknown
data engineer,"sql, excel, aws, azure",0,foundation
data analyst,"sql, excel, data analysis, statistics",0,master
software engineer,"python, java, sql, excel, management",0,foundation
data engineer,"aws, azure, docker",0,unknown
software engineer,"java, sql, management",0,foundation
software engineer,"python, java, management",0,unknown
data analyst,"sql, excel, data analysis, statistics",0,foundation
data scientist,"python, sql, excel, machine learning, data analysis, statistics, management, aws, tensorflow, pytorch",0,unknown
data analyst,"sql, excel, data analysis, statistics, communication",0,degree
software engineer,"python, java, sql, excel, communication, management, aws, azure, docker",0,master
data analyst,"sql, excel, data analysis, statistics, communication",0,foundation
data scientist,"python, sql, excel, machine learning, statistics, communication, tensorflow",0,unknown
data analyst,"sql, excel, machine learning, data analysis, statistics, management",0,foundation
data scientist,"python, sql, machine learning, data analysis, statistics",0,unknown
product manager,"excel, communication, management, project management",0,foundation
data analyst,"sql, excel, data analysis, statistics, communication",0,foundation
data engineer,"sql, excel, data analysis, aws, azure",0,foundation
ui designer,java,0,unknown
data analyst,"sql, excel, machine learning, data analysis, statistics, communication, aws, azure",0,foundation
ui designer,"java, excel",0,foundation
data analyst,"sql, excel, data analysis, statistics",0,foundation
data scientist,"python, sql, excel, machine learning, data analysis, statistics, management",0,foundation
software engineer,"python, java, sql, excel, machine learning, management, aws, azure",0,foundation
data scientist,"python, sql, excel, machine learning, deep learning, data analysis, statistics",0,unknown
software engineer,"java, management",0,unknown
data scientist,"python, sql, machine learning, data analysis, statistics, communication",0,unknown
software engineer,"java, sql, excel, machine learning, communication, management, aws, azure",0,foundation
software engineer,"java, sql, management",0,unknown
ui designer,"java, excel",0,foundation
software engineer,"excel, communication, management",0,foundation
data scientist,"python, sql, machine learning, statistics, communication, tensorflow",0,foundation
product manager,"excel, communication, management, project management",0,foundation
ui designer,"java, excel",0,unknown
data analyst,"python, sql, excel, data analysis, statistics, management",0,unknown
ui designer,"java, excel, communication",0,foundation
data analyst,"sql, excel, data analysis, statistics, management",0,foundation
data analyst,"python, sql, excel, machine learning, data analysis, statistics, management",0,foundation
data engineer,"python, java, sql, excel, data analysis, communication, aws, azure",0,degree
ui designer,"java, communication",0,degree
ui designer,"java, excel, management",0,foundation
product manager,"communication, management, project management",0,unknown
product manager,"communication, management, project management",0,unknown
product manager,"python, java, excel, data analysis, communication, management, project management, aws, azure",0,unknown
data scientist,"python, sql, excel, machine learning, data analysis, statistics, management, tensorflow",0,foundation
data scientist,"python, sql, machine learning, deep learning, statistics",0,master
data engineer,"sql, excel, management, aws, azure",0,foundation
ui designer,"java, excel",0,foundation
data analyst,"python, sql, excel, machine learning, statistics",0,foundation
data analyst,"sql, excel, statistics, management",0,master
data analyst,"sql, excel, machine learning, data analysis, statistics, management, tensorflow, pytorch",0,foundation
product manager,"excel, data analysis, communication, management, project management",0,unknown
data analyst,"sql, excel, machine learning, data analysis, statistics, communication, management",0,unknown
software engineer,"java, data analysis, management, aws, azure",0,unknown
software engineer,"python, java, sql, machine learning, communication, management",0,master
ui designer,"java, excel, communication",0,unknown
data engineer,"python, java, sql, excel, machine learning, management, aws, azure",0,foundation
product manager,"communication, management, project management",0,unknown
data analyst,"python, sql, excel, machine learning, data analysis, statistics",0,foundation
data engineer,"sql, excel, aws, azure",0,foundation
product manager,"excel, data analysis, communication, management, project management",0,unknown
data engineer,"sql, excel, aws, azure",0,foundation
software engineer,"python, java, sql, excel, management",0,foundation
software engineer,"python, java, sql, excel, communication, management, aws",0,degree
data analyst,"python, sql, excel, machine learning, data analysis, statistics, management, tensorflow, pytorch",0,foundation
software engineer,"sql, management",0,unknown
ui designer,java,0,foundation
data engineer,"excel, aws, azure",0,foundation
data engineer,"sql, excel, management, aws, azure",0,foundation
product manager,"communication, management, project management",0,foundation
data analyst,"python, sql, excel, data analysis, statistics, management",0,foundation
software engineer,"python, java, sql, excel, management",0,foundation
data engineer,"sql, excel, management, aws, azure",8,foundation
software engineer,"python, java, excel, communication, management, docker",0,unknown
data scientist,"python, sql, excel, machine learning, statistics, tensorflow",0,foundation
data engineer,"python, sql, excel, management, aws, azure",0,foundation
product manager,"excel, communication, management, project management",0,unknown
software engineer,"python, java, communication, management",0,degree
data scientist,"python, sql, machine learning, data analysis, statistics",0,foundation
product manager,"excel, communication, management, project management, aws, azure",0,unknown
product manager,"excel, communication, management, project management",0,foundation
software engineer,"python, java, excel, communication, management, aws, azure, docker",0,foundation
ui designer,"java, excel",0,foundation
product manager,"excel, communication, management, project management",0,foundation
ui designer,java,0,foundation
data engineer,"python, aws, azure",0,foundation
software engineer,"python, java, management, aws, azure, docker",0,unknown
data scientist,"python, sql, excel, machine learning, data analysis, statistics",0,unknown
software engineer,"python, java, sql, excel, communication, management, aws, azure",0,foundation
data scientist,"python, sql, machine learning, data analysis, statistics, aws, azure",0,foundation
ui designer,java,0,foundation
data analyst,"sql, excel, communication, management",0,foundation
software engineer,"python, java, sql, excel, machine learning, communication, management",0,master
product manager,"excel, communication, management, project management",0,foundation
data analyst,"sql, excel, machine learning, data analysis, statistics, communication",0,foundation
product manager,"sql, excel, communication, management, project management",0,foundation
data engineer,"sql, machine learning, management, aws, azure",0,foundation
product manager,"excel, data analysis, communication, management, project management",0,unknown
data analyst,"sql, excel, machine learning, data analysis, statistics, management",0,foundation
data scientist,"python, sql, machine learning, statistics, tensorflow, pytorch",0,master
software engineer,"python, java, excel, communication, management",0,unknown
ui designer,java,0,unknown
ui designer,"java, excel",5,foundation
data engineer,"excel, communication, management, aws, azure",0,foundation
data analyst,"sql, excel, data analysis, statistics",0,degree
data analyst,"python, sql, excel, machine learning, data analysis, statistics",0,unknown
ui designer,"java, excel",0,foundation
product manager,"excel, machine learning, communication, management, project management",0,unknown
ui designer,"java, management",0,foundation
product manager,"excel, communication, management, project management",0,unknown
data engineer,"data analysis, management, aws, azure",0,foundation
ui designer,"java, excel",0,foundation
data analyst,"python, sql, excel, machine learning, data analysis, statistics, communication, management",0,unknown
data scientist,"python, excel, machine learning, statistics, communication",0,foundation
ui designer,"java, excel",0,unknown
data engineer,"sql, excel, management, aws, azure",0,foundation
software engineer,"java, excel, management",0,unknown
data engineer,"sql, excel, data analysis, management, aws, azure",0,foundation
data scientist,"python, excel, machine learning, data analysis, statistics, azure, tensorflow, pytorch",0,foundation
data engineer,"sql, excel, management, aws, azure",0,foundation
ui designer,java,0,master
product manager,"excel, communication, management, project management",0,unknown
software engineer,"python, java, sql, excel, management",0,foundation
data engineer,"python, sql, excel, management, aws, azure",0,foundation
data analyst,"sql, excel, data analysis, statistics",0,foundation
data scientist,"python, sql, excel, machine learning, statistics",0,foundation
data engineer,"sql, excel, communication, aws, azure",0,foundation
software engineer,"python, java, sql, management",0,foundation
data analyst,"python, sql, excel, machine learning, statistics, communication, management",0,foundation
ui designer,"java, excel, communication",0,foundation
data scientist,"python, sql, excel, machine learning, management",0,foundation
product manager,"excel, communication, management, project management",0,unknown
data analyst,"sql, excel, machine learning, data analysis, statistics, management, tensorflow",0,foundation
ui designer,java,0,foundation
software engineer,"python, java, sql, data analysis, management, docker",0,unknown
